Asset sticker,Req/PO/Ticket No.,Serial No.,Date ordered,Type,Ordered By,Assigned email,Staff ID,Department,Date assigned,Date returned,e-wasted? Y/N,Cost
UOM000170,qQ-60644,kH43734iI,15/09/2020,Laptop,Grace Wilson,bob.smith@unimelb.edu.au,5312,Social Work,8/11/2021,11/05/2024,Y,1303.58
UOM000171,KC-39397,wM10310BZ,31/05/2023,Server,Jack Anderson,bob.smith@unimelb.edu.au,5312,Physio,22/05/2024,22/05/2024,N,6334.07
UOM000172,yG-06543,AN96959So,8/09/2022,Phone,Grace Wilson,emma.jones@unimelb.edu.au,8089,Social Work,9/10/2022,20/06/2023,Y,668.2
UOM000173,Ut-14867,YC07873EN,13/01/2023,Server,Alice Johnson,jack.anderson@unimelb.edu.au,9503,Social Work,17/06/2024,2/10/2024,N,2986.98
UOM000174,zK-93619,aa64146XI,23/09/2021,Server,Jack Anderson,alice.johnson@unimelb.edu.au,2417,DOVS,20/12/2022,24/05/2023,Y,3569.56
UOM000175,qk-03341,oM69491ny,21/05/2021,Desktop,Bob Smith,bob.smith@unimelb.edu.au,5312,Nursing,18/12/2022,13/08/2024,N,1949.79
UOM000176,ag-15593,Lk79344iG,11/05/2021,Desktop,Emma Jones,ivy.taylor@unimelb.edu.au,1354,SHS,28/01/2022,5/05/2024,Y,2250.72
UOM000177,TK-07575,MW79716zq,14/08/2021,Tablet,Carol Williams,emma.jones@unimelb.edu.au,8089,Physio,19/06/2023,8/03/2025,N,624.06
UOM000178,ui-63260,bS27613ZM,31/03/2024,Printer,Henry Moore,grace.wilson@unimelb.edu.au,8826,Physio,2/04/2025,15/05/2025,N,908.55
UOM000179,AB-37330,xo35209Wn,9/04/2023,Monitor,Jack Anderson,alice.johnson@unimelb.edu.au,2417,Nursing,1/03/2025,7/05/2025,N,607.64
UOM000180,sr-42733,Nh49427Rz,5/10/2023,Desktop,Alice Johnson,emma.jones@unimelb.edu.au,8089,DOVS,2/04/2024,22/06/2024,N,1194.98
UOM000181,gL-42943,AJ99295hM,6/11/2024,Laptop,Jack Anderson,david.brown@unimelb.edu.au,5741,Physio,4/05/2025,,N,2088.24
UOM000182,ZZ-98253,Jc99137gb,17/10/2023,Desktop,Bob Smith,henry.moore@unimelb.edu.au,6300,SHS,4/11/2024,,N,1287.64
UOM000183,oU-96874,OI62015kw,14/03/2024,Monitor,Alice Johnson,ivy.taylor@unimelb.edu.au,1354,SHS,4/10/2024,14/02/2025,N,634.56
UOM000184,Sj-90316,jI98831zE,27/12/2023,Phone,Alice Johnson,grace.wilson@unimelb.edu.au,8826,DOVS,31/12/2024,,N,647.91
UOM000185,ia-82096,ir49603cR,20/11/2022,Tablet,Jack Anderson,grace.wilson@unimelb.edu.au,8826,DOVS,6/09/2023,,N,642.67
UOM000186,cW-33786,YI15990sd,28/11/2021,Monitor,Ivy Taylor,bob.smith@unimelb.edu.au,5312,DOVS,10/12/2021,9/09/2024,N,621.17
UOM000187,NL-17032,zI21451fr,1/06/2021,Server,Jack Anderson,ivy.taylor@unimelb.edu.au,1354,DOVS,13/03/2022,,N,5435.95
UOM000188,Qc-50945,gQ94953ta,4/09/2020,Phone,Alice Johnson,carol.williams@unimelb.edu.au,6271,Social Work,9/07/2024,,N,481.16
UOM000189,ar-47241,PL15571bV,11/11/2023,Laptop,Alice Johnson,david.brown@unimelb.edu.au,5741,Physio,28/12/2024,21/01/2025,N,1643.95
UOM000190,HQ-86865,Bf61671hy,14/03/2021,Tablet,Emma Jones,carol.williams@unimelb.edu.au,6271,DOVS,15/03/2021,22/09/2024,N,1029.39
UOM000191,dR-14738,zi42538kT,20/09/2021,Monitor,Grace Wilson,grace.wilson@unimelb.edu.au,8826,Social Work,18/05/2022,19/02/2024,Y,544.23
UOM000192,Ag-77373,ij62596Lm,28/12/2022,Printer,Emma Jones,frank.miller@unimelb.edu.au,3991,Social Work,21/08/2024,26/03/2025,N,476.57
UOM000193,jj-80891,jD06643pK,3/05/2021,Monitor,Ivy Taylor,henry.moore@unimelb.edu.au,6300,Social Work,23/01/2024,,N,568.92
UOM000194,gs-61780,pm81904UG,6/08/2020,Printer,Henry Moore,henry.moore@unimelb.edu.au,6300,DOVS,29/12/2023,11/03/2024,Y,298.17
UOM000195,yX-73426,IJ26325Wy,4/08/2020,Desktop,Alice Johnson,frank.miller@unimelb.edu.au,3991,Social Work,24/07/2024,27/07/2024,N,2352.41
UOM000196,Bq-58870,FT02475jb,9/01/2024,Phone,Frank Miller,bob.smith@unimelb.edu.au,5312,DOVS,11/10/2024,3/04/2025,N,444.91
UOM000197,md-78484,fX08594Zg,15/07/2020,Tablet,Frank Miller,jack.anderson@unimelb.edu.au,9503,Nursing,25/10/2021,,N,1182.13
UOM000198,oZ-04233,GP35543FP,4/06/2022,Tablet,Grace Wilson,bob.smith@unimelb.edu.au,5312,Social Work,5/03/2025,20/04/2025,N,871.14
UOM000199,pc-34555,HH91828LO,23/12/2024,Server,Emma Jones,frank.miller@unimelb.edu.au,3991,Social Work,6/02/2025,,N,7765.25
UOM000200,OW-89198,tA42665sM,8/04/2022,Monitor,Ivy Taylor,frank.miller@unimelb.edu.au,3991,Social Work,3/06/2023,4/03/2025,N,246.1
UOM000201,RK-18898,YE97925dH,10/01/2021,Laptop,Alice Johnson,emma.jones@unimelb.edu.au,8089,SHS,11/12/2022,31/07/2024,N,1174.83
UOM000202,UG-25175,JS30068Ip,17/08/2022,Printer,Alice Johnson,bob.smith@unimelb.edu.au,5312,Social Work,2/09/2022,2/01/2024,Y,1121.49
UOM000203,xq-93594,MM81591up,24/02/2023,Monitor,Ivy Taylor,jack.anderson@unimelb.edu.au,9503,Social Work,13/06/2023,19/01/2025,N,396.33
UOM000204,Ts-85275,UT12011RM,11/04/2021,Monitor,Henry Moore,carol.williams@unimelb.edu.au,6271,SHS,7/02/2024,,N,250.46
UOM000205,Cs-11355,HV70894jE,26/06/2021,Laptop,Ivy Taylor,frank.miller@unimelb.edu.au,3991,Physio,7/12/2023,,N,1596.72
UOM000206,ik-48756,sS59481nH,19/06/2024,Phone,David Brown,david.brown@unimelb.edu.au,5741,Social Work,18/07/2024,2/11/2024,N,937.7
UOM000207,qh-17824,Lc60649yk,8/12/2021,Tablet,Jack Anderson,grace.wilson@unimelb.edu.au,8826,DOVS,4/05/2023,23/12/2023,Y,961.48
UOM000208,mD-01342,lh85301RG,7/07/2021,Laptop,Alice Johnson,emma.jones@unimelb.edu.au,8089,SHS,15/09/2023,,N,1986.15
UOM000209,GY-30467,vT29105DB,9/04/2022,Monitor,Alice Johnson,carol.williams@unimelb.edu.au,6271,Social Work,4/10/2023,27/07/2024,N,575.17
UOM000210,bO-78865,Yb98431DQ,17/08/2024,Desktop,Bob Smith,henry.moore@unimelb.edu.au,6300,Physio,19/01/2025,9/02/2025,N,2001.55
UOM000211,OZ-20139,MU35102sx,9/12/2022,Desktop,Ivy Taylor,jack.anderson@unimelb.edu.au,9503,Social Work,6/08/2024,5/03/2025,N,919.82
UOM000212,VV-42288,Zs12074zz,16/02/2025,Monitor,Emma Jones,bob.smith@unimelb.edu.au,5312,Social Work,5/04/2025,,N,245.43
UOM000213,Pq-63385,UG24820tX,21/03/2021,Printer,Carol Williams,alice.johnson@unimelb.edu.au,2417,Nursing,27/11/2024,22/04/2025,N,771.03
UOM000214,mH-56040,Of58248zm,26/04/2022,Printer,Henry Moore,frank.miller@unimelb.edu.au,3991,Nursing,18/01/2025,,N,1176
UOM000215,Tq-49457,OC64282vl,17/02/2025,Printer,David Brown,emma.jones@unimelb.edu.au,8089,Physio,21/04/2025,5/05/2025,N,1102.21
UOM000216,cL-50673,pe05854Nz,24/08/2021,Phone,Carol Williams,david.brown@unimelb.edu.au,5741,Social Work,22/09/2023,7/04/2024,Y,706.91
UOM000217,vD-57344,pO87328BX,4/07/2022,Desktop,Emma Jones,carol.williams@unimelb.edu.au,6271,Physio,5/08/2023,,N,1702.65
UOM000218,ql-16006,Ip99030lZ,14/12/2024,Desktop,Alice Johnson,david.brown@unimelb.edu.au,5741,Nursing,11/02/2025,,N,1143.15
UOM000219,EO-37212,Ll26320LK,26/08/2023,Laptop,Jack Anderson,henry.moore@unimelb.edu.au,6300,SHS,11/09/2024,6/12/2024,N,1463.14
UOM000220,Sz-87164,ma25699Ni,20/02/2023,Phone,Emma Jones,frank.miller@unimelb.edu.au,3991,Social Work,27/01/2025,,N,341.63
UOM000221,zQ-58308,OG75485sr,14/05/2022,Laptop,Jack Anderson,carol.williams@unimelb.edu.au,6271,SHS,17/04/2024,11/05/2024,Y,1391.87
UOM000222,uG-34316,JF44040iY,20/01/2022,Server,Henry Moore,henry.moore@unimelb.edu.au,6300,Physio,13/06/2022,2/06/2023,Y,8949.98
UOM000223,ng-22030,cN23949Ps,11/12/2023,Monitor,Emma Jones,frank.miller@unimelb.edu.au,3991,SHS,18/08/2024,30/01/2025,N,169.92
UOM000224,uH-13951,jl38322Df,16/07/2022,Phone,Ivy Taylor,frank.miller@unimelb.edu.au,3991,Social Work,29/03/2024,,N,629.05
UOM000225,dJ-66294,BC24427LM,14/03/2025,Monitor,Henry Moore,emma.jones@unimelb.edu.au,8089,Nursing,5/05/2025,5/05/2025,N,240.66
UOM000226,XF-47417,ea67471Oj,18/04/2024,Tablet,Bob Smith,david.brown@unimelb.edu.au,5741,DOVS,27/02/2025,15/03/2025,N,540.95
UOM000227,gf-07683,Ua04788rc,1/06/2024,Tablet,Henry Moore,ivy.taylor@unimelb.edu.au,1354,SHS,12/07/2024,,N,1195.37
UOM000228,tH-16473,dR91685Qs,16/12/2021,Desktop,Bob Smith,bob.smith@unimelb.edu.au,5312,Social Work,20/01/2025,,N,2421.91
UOM000229,Oz-33317,TI81435fH,17/12/2024,Monitor,Frank Miller,bob.smith@unimelb.edu.au,5312,DOVS,15/04/2025,,N,232.95
UOM000230,kA-98086,Dl45698Yu,6/06/2024,Desktop,Henry Moore,henry.moore@unimelb.edu.au,6300,Social Work,30/06/2024,7/02/2025,N,1319.62
UOM000231,pq-54348,jL36593cS,29/07/2024,Phone,Henry Moore,bob.smith@unimelb.edu.au,5312,Social Work,19/02/2025,,N,425.11
UOM000232,hY-33714,gL91990mr,13/12/2021,Printer,Henry Moore,alice.johnson@unimelb.edu.au,2417,Social Work,23/02/2025,1/04/2025,N,392.02
UOM000233,Up-46206,xs17833MO,31/05/2020,Printer,Carol Williams,alice.johnson@unimelb.edu.au,2417,SHS,3/01/2025,,N,1354.69
UOM000234,iC-46846,LV10326Va,21/05/2021,Phone,Bob Smith,grace.wilson@unimelb.edu.au,8826,Nursing,15/06/2024,28/10/2024,N,760.22
UOM000235,Rl-03134,rN45561sq,17/03/2021,Printer,Ivy Taylor,carol.williams@unimelb.edu.au,6271,Social Work,29/09/2022,26/11/2024,N,553.37
UOM000236,pO-24316,CP56557CZ,16/01/2022,Desktop,Frank Miller,carol.williams@unimelb.edu.au,6271,Social Work,27/10/2022,26/10/2023,Y,1849.9
UOM000237,Sw-53073,go87102rI,9/11/2021,Monitor,Bob Smith,frank.miller@unimelb.edu.au,3991,Nursing,27/09/2022,4/04/2024,Y,223.55
UOM000238,cT-62048,cl67505mZ,13/09/2020,Phone,David Brown,carol.williams@unimelb.edu.au,6271,Physio,15/10/2021,13/10/2022,Y,555.51
UOM000239,YI-12023,dh94830Nd,6/03/2025,Laptop,Jack Anderson,ivy.taylor@unimelb.edu.au,1354,Social Work,16/04/2025,16/05/2025,N,2173.35
UOM000240,BO-41194,Qn19854FQ,18/06/2022,Desktop,David Brown,carol.williams@unimelb.edu.au,6271,Social Work,16/10/2022,,N,1149.6
UOM000241,zZ-58063,ov36465Of,11/05/2024,Tablet,Carol Williams,carol.williams@unimelb.edu.au,6271,DOVS,13/07/2024,6/10/2024,N,582.86
UOM000242,Xy-18458,da10141IY,16/06/2022,Server,Emma Jones,david.brown@unimelb.edu.au,5741,Social Work,18/01/2024,14/03/2024,Y,8411.41
UOM000243,aY-31488,Vs60590DT,20/03/2022,Desktop,Alice Johnson,grace.wilson@unimelb.edu.au,8826,Social Work,4/02/2023,4/04/2023,Y,2412.8
UOM000244,GV-13286,eP04877MD,13/02/2023,Printer,Bob Smith,frank.miller@unimelb.edu.au,3991,DOVS,12/12/2023,3/10/2024,N,1187.55
UOM000245,wt-92475,zX65876xP,13/09/2022,Desktop,Bob Smith,emma.jones@unimelb.edu.au,8089,DOVS,18/12/2024,26/03/2025,N,1942.98
UOM000246,ww-22584,Pq44651zw,7/04/2021,Laptop,Frank Miller,david.brown@unimelb.edu.au,5741,Nursing,13/02/2024,17/09/2024,N,1190.83
UOM000247,Ux-62646,Vo23275Pn,26/05/2022,Tablet,Frank Miller,henry.moore@unimelb.edu.au,6300,SHS,9/11/2022,5/11/2024,N,788.16
UOM000248,vQ-09209,il92583gA,27/09/2020,Monitor,David Brown,henry.moore@unimelb.edu.au,6300,Social Work,30/12/2021,29/11/2022,Y,317.81
UOM000249,IM-61576,Us17262Le,22/01/2022,Tablet,Ivy Taylor,alice.johnson@unimelb.edu.au,2417,SHS,5/02/2023,26/12/2024,N,1069.4
UOM000250,gi-11229,fB97161Td,14/11/2020,Tablet,Jack Anderson,alice.johnson@unimelb.edu.au,2417,Physio,24/11/2020,,N,679.91
UOM000251,TP-43717,mH04212tC,14/08/2023,Tablet,Emma Jones,henry.moore@unimelb.edu.au,6300,Nursing,21/05/2024,27/08/2024,N,1019.71
UOM000252,vK-28877,Eh62078AN,18/09/2023,Tablet,Jack Anderson,jack.anderson@unimelb.edu.au,9503,DOVS,17/02/2025,,N,439.11
UOM000253,yb-67455,yf41448ba,17/02/2023,Monitor,Jack Anderson,jack.anderson@unimelb.edu.au,9503,SHS,9/06/2024,14/04/2025,N,216.12
UOM000254,PJ-78916,Pb59492IB,13/04/2022,Desktop,Henry Moore,david.brown@unimelb.edu.au,5741,SHS,14/09/2024,26/10/2024,N,2232.26
UOM000255,dI-18941,SY61253EZ,13/02/2022,Server,Grace Wilson,jack.anderson@unimelb.edu.au,9503,DOVS,12/03/2023,22/08/2023,Y,7678.84
UOM000256,uA-80542,nI30957wA,6/12/2022,Printer,Ivy Taylor,ivy.taylor@unimelb.edu.au,1354,DOVS,20/08/2023,5/04/2024,Y,416.96
UOM000257,PE-60517,Yy14099fa,24/11/2024,Server,Alice Johnson,grace.wilson@unimelb.edu.au,8826,Physio,26/03/2025,,N,7699.36
UOM000258,yL-25194,Zw89378Gs,15/10/2020,Laptop,Ivy Taylor,grace.wilson@unimelb.edu.au,8826,SHS,17/12/2022,,N,1494.73
UOM000259,ae-32537,BS77651gh,17/06/2020,Tablet,Carol Williams,grace.wilson@unimelb.edu.au,8826,Nursing,28/04/2024,26/05/2024,N,505.69
UOM000260,nf-31434,VP49462QB,5/11/2022,Monitor,Henry Moore,carol.williams@unimelb.edu.au,6271,SHS,13/05/2025,13/05/2025,N,301.49
UOM000261,Pz-89417,ue98921IC,20/03/2023,Monitor,Alice Johnson,emma.jones@unimelb.edu.au,8089,Nursing,21/07/2024,,N,668.62
UOM000262,hA-10979,Rv32725Pc,14/06/2020,Tablet,Frank Miller,jack.anderson@unimelb.edu.au,9503,SHS,2/01/2021,6/04/2022,Y,692.82
UOM000263,nC-98453,HU87572NG,22/01/2024,Desktop,Grace Wilson,jack.anderson@unimelb.edu.au,9503,DOVS,22/08/2024,1/10/2024,N,816.75
UOM000264,iK-99111,QH52013YD,6/07/2020,Server,Carol Williams,bob.smith@unimelb.edu.au,5312,DOVS,22/01/2024,,N,9817.14
UOM000265,Hb-76145,tz85004Cn,30/07/2023,Desktop,Grace Wilson,jack.anderson@unimelb.edu.au,9503,Physio,24/02/2024,26/11/2024,N,903.95
UOM000266,or-61303,HF40214OZ,24/10/2024,Desktop,Henry Moore,jack.anderson@unimelb.edu.au,9503,SHS,22/02/2025,14/05/2025,N,2264.61
UOM000267,vg-40968,Dq17565aB,21/03/2021,Monitor,Jack Anderson,henry.moore@unimelb.edu.au,6300,SHS,25/01/2022,10/11/2022,Y,661.1
UOM000268,Rs-61410,kg21517rb,16/01/2024,Desktop,Carol Williams,bob.smith@unimelb.edu.au,5312,SHS,10/05/2024,16/01/2025,N,1236.23
UOM000269,kT-09349,CM22811Yh,16/11/2020,Laptop,Frank Miller,bob.smith@unimelb.edu.au,5312,Physio,20/01/2024,23/03/2024,Y,1145.7
UOM000270,QF-35815,Wn67567XH,17/08/2020,Monitor,Bob Smith,bob.smith@unimelb.edu.au,5312,Social Work,17/09/2023,,N,451.54
UOM000271,Fi-04440,bW90323xs,6/05/2024,Printer,Grace Wilson,grace.wilson@unimelb.edu.au,8826,Nursing,8/10/2024,14/11/2024,N,562.4
UOM000272,sQ-47107,Cr77326Vq,13/03/2021,Tablet,Henry Moore,frank.miller@unimelb.edu.au,3991,Nursing,12/06/2023,14/10/2024,N,473.27
UOM000273,TF-79042,en70122zv,7/07/2022,Monitor,Grace Wilson,alice.johnson@unimelb.edu.au,2417,SHS,27/11/2024,,N,312.9
UOM000274,BH-96636,eu73029fl,2/05/2025,Tablet,Alice Johnson,bob.smith@unimelb.edu.au,5312,Physio,13/05/2025,15/05/2025,N,493.56
UOM000275,OD-74264,rT47393CL,25/03/2022,Desktop,Alice Johnson,grace.wilson@unimelb.edu.au,8826,Nursing,14/03/2025,12/05/2025,N,1305.52
UOM000276,lc-83340,yG49172Jx,30/06/2021,Server,Bob Smith,carol.williams@unimelb.edu.au,6271,SHS,25/04/2022,1/03/2025,N,7386.3
UOM000277,zL-77718,mu29984ah,20/06/2021,Printer,Alice Johnson,ivy.taylor@unimelb.edu.au,1354,SHS,19/09/2021,28/12/2023,Y,1121.51
UOM000278,Ru-77130,hR17218RN,10/07/2023,Phone,Henry Moore,frank.miller@unimelb.edu.au,3991,Nursing,13/11/2023,2/05/2025,N,775.29
UOM000279,uL-93888,Th91039XZ,28/07/2021,Monitor,Grace Wilson,henry.moore@unimelb.edu.au,6300,Nursing,28/04/2025,,N,315.73
UOM000280,MK-79574,Sp17918Wr,29/05/2020,Server,Emma Jones,grace.wilson@unimelb.edu.au,8826,Social Work,28/12/2024,,N,2304.24
UOM000281,VX-21380,ow60166yv,3/12/2021,Phone,Frank Miller,alice.johnson@unimelb.edu.au,2417,Physio,14/03/2022,,N,567.39
UOM000282,wf-27692,Oe01959lb,3/10/2022,Laptop,Emma Jones,ivy.taylor@unimelb.edu.au,1354,Nursing,16/12/2023,11/10/2024,N,1560.37
UOM000283,Cx-35598,fh72185xq,11/07/2021,Printer,David Brown,bob.smith@unimelb.edu.au,5312,Nursing,2/05/2024,11/02/2025,N,496.08
UOM000284,zq-93949,do72160sz,29/10/2020,Monitor,Alice Johnson,jack.anderson@unimelb.edu.au,9503,Nursing,1/10/2023,9/12/2023,Y,228.06
UOM000285,QC-89690,PX44376dw,13/03/2024,Phone,Ivy Taylor,jack.anderson@unimelb.edu.au,9503,SHS,1/07/2024,2/10/2024,N,463.38
UOM000286,GI-20908,LA18821Et,30/09/2023,Server,Emma Jones,carol.williams@unimelb.edu.au,6271,DOVS,3/04/2025,15/05/2025,N,3532.94
UOM000287,yk-53990,Ya38980UH,20/10/2023,Tablet,Ivy Taylor,david.brown@unimelb.edu.au,5741,Nursing,24/09/2024,3/12/2024,N,1004.07
UOM000288,eI-19311,RX51029XF,15/01/2022,Monitor,Henry Moore,david.brown@unimelb.edu.au,5741,Nursing,18/08/2022,1/01/2024,Y,543.27
UOM000289,em-69453,Lm76458tR,18/02/2022,Printer,Carol Williams,grace.wilson@unimelb.edu.au,8826,Nursing,4/01/2025,17/02/2025,N,479.33
UOM000290,EJ-83482,NW51461Xl,14/07/2022,Laptop,Jack Anderson,frank.miller@unimelb.edu.au,3991,SHS,5/03/2025,,N,2438.06
UOM000291,Zd-83231,rH72999xX,25/12/2021,Server,Alice Johnson,carol.williams@unimelb.edu.au,6271,DOVS,1/08/2024,26/02/2025,N,6541.71
UOM000292,Dp-12924,YO40603pd,25/07/2023,Phone,Alice Johnson,frank.miller@unimelb.edu.au,3991,Nursing,29/01/2024,25/03/2025,N,734.6
UOM000293,lk-44370,pl54554ho,12/08/2024,Tablet,Jack Anderson,ivy.taylor@unimelb.edu.au,1354,Nursing,5/09/2024,,N,500.83
UOM000294,Sa-12421,cd60368VS,3/02/2024,Server,Henry Moore,carol.williams@unimelb.edu.au,6271,DOVS,4/12/2024,,N,5760.96
UOM000295,TI-75536,bI43711JP,15/05/2025,Server,Grace Wilson,grace.wilson@unimelb.edu.au,8826,Social Work,16/05/2025,16/05/2025,N,3717.13
UOM000296,SW-44599,ec41088gZ,16/07/2023,Monitor,Ivy Taylor,alice.johnson@unimelb.edu.au,2417,DOVS,21/10/2024,3/02/2025,N,610.61
UOM000297,qX-02314,ut31906BY,25/04/2025,Desktop,Frank Miller,david.brown@unimelb.edu.au,5741,Physio,5/05/2025,6/05/2025,N,1920.99
UOM000298,iE-67053,MJ33129fA,17/12/2020,Monitor,Henry Moore,ivy.taylor@unimelb.edu.au,1354,Physio,20/12/2021,,N,329.92
UOM000299,kx-74318,qj81287Vy,30/08/2020,Server,Carol Williams,frank.miller@unimelb.edu.au,3991,SHS,15/04/2025,7/05/2025,N,9667.22
UOM000300,Yv-66083,nj43153zw,19/07/2022,Monitor,Henry Moore,jack.anderson@unimelb.edu.au,9503,SHS,23/10/2023,,N,424.93
UOM000301,Rh-88628,mR58665cz,13/09/2021,Monitor,Carol Williams,emma.jones@unimelb.edu.au,8089,DOVS,29/02/2024,1/06/2024,N,618.96
UOM000302,HK-05575,zK81810wz,18/01/2021,Printer,Frank Miller,emma.jones@unimelb.edu.au,8089,Social Work,9/06/2021,,N,1496.02
UOM000303,vl-27311,cT94870dL,30/12/2021,Phone,David Brown,emma.jones@unimelb.edu.au,8089,DOVS,29/04/2024,11/05/2025,N,526.69
UOM000304,uC-70347,Cs58616oS,31/12/2020,Phone,Bob Smith,ivy.taylor@unimelb.edu.au,1354,Nursing,2/11/2022,,N,699.97
UOM000305,fk-68053,aT83213Fz,19/02/2024,Desktop,David Brown,frank.miller@unimelb.edu.au,3991,Social Work,15/10/2024,15/10/2024,N,1934.43
UOM000306,fd-05247,lR87574jp,19/07/2021,Tablet,Carol Williams,jack.anderson@unimelb.edu.au,9503,DOVS,3/10/2021,,N,962.64
UOM000307,IR-12270,by67703rF,11/05/2021,Tablet,Carol Williams,ivy.taylor@unimelb.edu.au,1354,Nursing,7/12/2024,2/03/2025,N,561.48
UOM000308,Eu-62804,hg73253ra,10/02/2023,Phone,David Brown,emma.jones@unimelb.edu.au,8089,SHS,2/12/2024,15/05/2025,N,738.01
UOM000309,Wk-96017,LD44922ya,18/10/2023,Tablet,Emma Jones,david.brown@unimelb.edu.au,5741,SHS,6/03/2025,22/03/2025,N,876.4
UOM000310,Nx-99433,Ln75412Nv,3/04/2023,Phone,Henry Moore,ivy.taylor@unimelb.edu.au,1354,Nursing,26/04/2025,26/04/2025,N,725.89
UOM000311,mH-31329,iz80576Kz,14/03/2023,Desktop,Ivy Taylor,bob.smith@unimelb.edu.au,5312,SHS,6/04/2023,16/10/2024,N,1992.51
UOM000312,tq-11122,pB47102Yf,26/02/2025,Desktop,Frank Miller,ivy.taylor@unimelb.edu.au,1354,Social Work,30/03/2025,23/04/2025,N,904.66
UOM000313,VV-68271,Cd00085Bc,31/01/2025,Desktop,Grace Wilson,bob.smith@unimelb.edu.au,5312,DOVS,21/04/2025,,N,1189.36
UOM000314,gX-99016,II55975KE,19/10/2022,Server,Alice Johnson,ivy.taylor@unimelb.edu.au,1354,Social Work,12/02/2023,23/07/2023,Y,3944.24
UOM000315,VP-02569,Dj26334YP,26/01/2023,Desktop,Frank Miller,alice.johnson@unimelb.edu.au,2417,DOVS,30/01/2025,8/05/2025,N,2163.92
UOM000316,mF-39349,aS81906op,16/09/2021,Tablet,Carol Williams,bob.smith@unimelb.edu.au,5312,Social Work,13/12/2022,,N,785.81
UOM000317,xZ-56298,NI79276CV,24/12/2020,Phone,Emma Jones,frank.miller@unimelb.edu.au,3991,Physio,19/08/2023,11/07/2024,N,523.19
UOM000318,kk-88379,qA99658uA,18/05/2020,Monitor,Carol Williams,david.brown@unimelb.edu.au,5741,Physio,3/07/2024,16/02/2025,N,483.53
UOM000319,Qi-29592,On26327MI,16/08/2020,Laptop,Henry Moore,ivy.taylor@unimelb.edu.au,1354,Social Work,28/05/2024,18/11/2024,N,1659.2
UOM000320,Ut-06507,wA05914yb,8/09/2020,Phone,Carol Williams,bob.smith@unimelb.edu.au,5312,Nursing,12/12/2021,,N,522.74
UOM000321,eH-17306,ST81248CW,28/01/2021,Monitor,Henry Moore,jack.anderson@unimelb.edu.au,9503,DOVS,22/04/2022,,N,254.67
UOM000322,wg-03665,wK10909rS,19/11/2021,Monitor,Henry Moore,emma.jones@unimelb.edu.au,8089,SHS,16/03/2022,1/08/2022,Y,553.26
UOM000323,qv-71729,Dc89517WL,13/01/2022,Tablet,Jack Anderson,emma.jones@unimelb.edu.au,8089,Physio,5/02/2023,30/09/2023,Y,898.63
UOM000324,fA-22378,EL26140HP,19/11/2020,Server,Frank Miller,david.brown@unimelb.edu.au,5741,Nursing,7/04/2021,,N,2134.33
UOM000325,GI-28254,fd28428po,18/12/2022,Laptop,Bob Smith,ivy.taylor@unimelb.edu.au,1354,Social Work,16/12/2024,,N,2273.11
UOM000326,pw-79886,fV63110yk,5/08/2022,Phone,Frank Miller,ivy.taylor@unimelb.edu.au,1354,SHS,20/12/2024,21/01/2025,N,257.74
UOM000327,sH-02827,Of50068rE,17/08/2020,Server,Ivy Taylor,carol.williams@unimelb.edu.au,6271,Social Work,17/05/2023,9/08/2024,N,2944.36
UOM000328,aZ-45258,lp57726Tq,14/10/2020,Desktop,Alice Johnson,henry.moore@unimelb.edu.au,6300,SHS,17/11/2024,,N,1515.17
UOM000329,yW-84298,kg15871GK,12/10/2021,Desktop,Bob Smith,alice.johnson@unimelb.edu.au,2417,Physio,28/01/2022,,N,1922.69
UOM000330,iR-11946,XI60121UU,24/12/2024,Phone,David Brown,alice.johnson@unimelb.edu.au,2417,Social Work,14/03/2025,,N,324.51
UOM000331,Nm-69036,nd10855zV,21/11/2022,Desktop,Alice Johnson,alice.johnson@unimelb.edu.au,2417,Physio,22/12/2023,15/02/2024,Y,2118.04
UOM000332,fl-29284,wr39002ym,30/11/2024,Server,Ivy Taylor,grace.wilson@unimelb.edu.au,8826,Nursing,13/05/2025,,N,3720.23
UOM000333,JR-04640,XP86201dw,26/03/2021,Printer,Frank Miller,bob.smith@unimelb.edu.au,5312,Social Work,3/08/2021,4/09/2023,Y,143.52
UOM000334,rc-33300,fU22593JU,15/10/2020,Monitor,Jack Anderson,carol.williams@unimelb.edu.au,6271,DOVS,11/11/2022,27/02/2023,Y,289.64
UOM000335,cq-17924,Ab45334Dy,16/06/2023,Server,Ivy Taylor,grace.wilson@unimelb.edu.au,8826,Physio,28/10/2024,,N,5948.48
UOM000336,gX-86170,ZM10986Sr,28/12/2022,Tablet,Alice Johnson,bob.smith@unimelb.edu.au,5312,DOVS,8/08/2024,,N,1011.44
UOM000337,Zw-05453,aZ18702AE,12/02/2022,Laptop,Henry Moore,grace.wilson@unimelb.edu.au,8826,DOVS,9/07/2024,13/12/2024,N,2509.8
UOM000338,nq-71825,od54476jt,16/08/2020,Monitor,Alice Johnson,carol.williams@unimelb.edu.au,6271,Social Work,16/01/2021,,N,481.7
UOM000339,yN-41817,iJ39567MV,28/03/2021,Tablet,Grace Wilson,jack.anderson@unimelb.edu.au,9503,SHS,28/09/2022,8/12/2022,Y,582.82
UOM000340,DX-18264,lo48353ic,25/12/2020,Printer,Henry Moore,grace.wilson@unimelb.edu.au,8826,Nursing,20/03/2022,24/09/2024,N,1104.5
